,arr_delay,name
18131,36.0,ExpressJet Airlines Inc.
18132,0.0,Endeavor Air Inc.
18133,47.0,Endeavor Air Inc.
18134,-14.0,United Air Lines Inc.
18135,-10.0,Envoy Air
18136,10.0,ExpressJet Airlines Inc.
18137,-4.0,United Air Lines Inc.
18138,15.0,United Air Lines Inc.
18139,47.0,Endeavor Air Inc.
18140,55.0,ExpressJet Airlines Inc.
18141,-3.0,United Air Lines Inc.
18142,27.0,JetBlue Airways
18143,37.0,JetBlue Airways
18145,-25.0,United Air Lines Inc.
18146,86.0,ExpressJet Airlines Inc.
18147,16.0,American Airlines Inc.
18148,32.0,Delta Air Lines Inc.
18149,-1.0,AirTran Airways Corporation
18150,39.0,Virgin America
18151,-15.0,United Air Lines Inc.
18152,26.0,US Airways Inc.
18153,66.0,ExpressJet Airlines Inc.
18154,-1.0,ExpressJet Airlines Inc.
18155,32.0,JetBlue Airways
18156,12.0,ExpressJet Airlines Inc.
18157,28.0,Envoy Air
18158,-3.0,United Air Lines Inc.
18159,99.0,ExpressJet Airlines Inc.
18161,17.0,JetBlue Airways
18162,85.0,ExpressJet Airlines Inc.
18163,-11.0,Envoy Air
18164,11.0,Envoy Air
18165,76.0,ExpressJet Airlines Inc.
18166,-22.0,American Airlines Inc.
18167,22.0,JetBlue Airways
18168,66.0,ExpressJet Airlines Inc.
18169,-7.0,US Airways Inc.
18170,31.0,JetBlue Airways
18171,-12.0,US Airways Inc.
18172,9.0,Delta Air Lines Inc.
18173,83.0,Endeavor Air Inc.
18174,9.0,Envoy Air
18175,2.0,Southwest Airlines Co.
18176,11.0,Envoy Air
18177,60.0,JetBlue Airways
18178,32.0,ExpressJet Airlines Inc.
18179,15.0,ExpressJet Airlines Inc.
18180,41.0,Endeavor Air Inc.
18181,15.0,JetBlue Airways
18183,33.0,ExpressJet Airlines Inc.
18184,87.0,JetBlue Airways
18185,23.0,Envoy Air
18186,-7.0,ExpressJet Airlines Inc.
18187,-8.0,ExpressJet Airlines Inc.
18188,31.0,JetBlue Airways
18189,15.0,JetBlue Airways
18191,39.0,JetBlue Airways
18192,17.0,Envoy Air
18193,-44.0,Delta Air Lines Inc.
18194,28.0,United Air Lines Inc.
18195,4.0,JetBlue Airways
18196,24.0,JetBlue Airways
18197,104.0,United Air Lines Inc.
18198,89.0,United Air Lines Inc.
18199,22.0,American Airlines Inc.
18200,77.0,JetBlue Airways
18201,60.0,JetBlue Airways
18202,-11.0,ExpressJet Airlines Inc.
18203,84.0,ExpressJet Airlines Inc.
18204,-2.0,ExpressJet Airlines Inc.
18205,118.0,Endeavor Air Inc.
18207,32.0,ExpressJet Airlines Inc.
18208,75.0,JetBlue Airways
18209,72.0,ExpressJet Airlines Inc.
18210,-9.0,JetBlue Airways
18211,-9.0,JetBlue Airways
18212,19.0,JetBlue Airways
18213,39.0,JetBlue Airways
18214,39.0,JetBlue Airways
18215,46.0,JetBlue Airways
18216,-14.0,JetBlue Airways
18217,-11.0,JetBlue Airways
18226,8.0,JetBlue Airways
18227,-2.0,US Airways Inc.
18228,-9.0,United Air Lines Inc.
18229,-4.0,United Air Lines Inc.
18230,-21.0,American Airlines Inc.
18231,-4.0,JetBlue Airways
18232,-18.0,JetBlue Airways
18233,-18.0,US Airways Inc.
18234,-5.0,American Airlines Inc.
18235,5.0,JetBlue Airways
18236,-10.0,US Airways Inc.
18237,-10.0,United Air Lines Inc.
18238,-14.0,Delta Air Lines Inc.
18239,-28.0,American Airlines Inc.
18240,11.0,JetBlue Airways
18241,-2.0,ExpressJet Airlines Inc.
18242,1.0,ExpressJet Airlines Inc.
18243,-12.0,US Airways Inc.
18244,4.0,ExpressJet Airlines Inc.
18245,9.0,Delta Air Lines Inc.
18246,21.0,AirTran Airways Corporation
18247,18.0,JetBlue Airways
18248,-10.0,ExpressJet Airlines Inc.
18249,-8.0,United Air Lines Inc.
18250,8.0,JetBlue Airways
18251,-6.0,Envoy Air
18252,9.0,JetBlue Airways
18253,-19.0,United Air Lines Inc.
18254,-17.0,Delta Air Lines Inc.
18255,-10.0,United Air Lines Inc.
18256,-4.0,JetBlue Airways
18257,-4.0,American Airlines Inc.
18258,11.0,US Airways Inc.
18259,2.0,Delta Air Lines Inc.
18260,2.0,Endeavor Air Inc.
18261,0.0,Southwest Airlines Co.
18262,5.0,Southwest Airlines Co.
18263,74.0,Envoy Air
18264,8.0,ExpressJet Airlines Inc.
18265,-12.0,Southwest Airlines Co.
18266,-14.0,Delta Air Lines Inc.
18267,-2.0,US Airways Inc.
18268,-9.0,United Air Lines Inc.
18269,19.0,Envoy Air
18270,-15.0,Envoy Air
18271,18.0,American Airlines Inc.
18272,17.0,JetBlue Airways
18273,-2.0,United Air Lines Inc.
18274,-13.0,JetBlue Airways
18275,-22.0,Southwest Airlines Co.
18276,-5.0,American Airlines Inc.
18277,-13.0,American Airlines Inc.
18278,-14.0,American Airlines Inc.
18279,-1.0,ExpressJet Airlines Inc.
18280,-7.0,ExpressJet Airlines Inc.
18281,18.0,US Airways Inc.
18282,21.0,ExpressJet Airlines Inc.
18283,0.0,ExpressJet Airlines Inc.
18284,9.0,ExpressJet Airlines Inc.
18285,-8.0,JetBlue Airways
18286,13.0,ExpressJet Airlines Inc.
18287,3.0,ExpressJet Airlines Inc.
18288,-23.0,United Air Lines Inc.
18289,-18.0,United Air Lines Inc.
18290,10.0,United Air Lines Inc.
18291,0.0,JetBlue Airways
18292,-3.0,United Air Lines Inc.
18293,-19.0,United Air Lines Inc.
18294,-12.0,ExpressJet Airlines Inc.
18295,13.0,US Airways Inc.
18296,-23.0,United Air Lines Inc.
18297,44.0,JetBlue Airways
18298,-29.0,American Airlines Inc.
18299,-7.0,Delta Air Lines Inc.
18300,-34.0,Virgin America
18301,-3.0,ExpressJet Airlines Inc.
18302,-9.0,American Airlines Inc.
18303,-12.0,US Airways Inc.
18304,-14.0,United Air Lines Inc.
18305,-4.0,Delta Air Lines Inc.
18306,1.0,United Air Lines Inc.
18307,5.0,Delta Air Lines Inc.
18308,2.0,US Airways Inc.
18309,11.0,Envoy Air
18310,-8.0,United Air Lines Inc.
18311,-24.0,JetBlue Airways
18312,-26.0,JetBlue Airways
18313,24.0,ExpressJet Airlines Inc.
18314,-3.0,Delta Air Lines Inc.
18315,-17.0,Delta Air Lines Inc.
18316,-31.0,United Air Lines Inc.
18317,0.0,United Air Lines Inc.
18318,6.0,Southwest Airlines Co.
18319,11.0,JetBlue Airways
18320,35.0,United Air Lines Inc.
18321,-3.0,United Air Lines Inc.
18322,-3.0,Envoy Air
18323,14.0,American Airlines Inc.
18324,12.0,JetBlue Airways
18325,-6.0,United Air Lines Inc.
18326,-9.0,JetBlue Airways
18327,-4.0,American Airlines Inc.
18328,-1.0,American Airlines Inc.
18329,-22.0,Delta Air Lines Inc.
18330,9.0,United Air Lines Inc.
18331,2.0,JetBlue Airways
18332,18.0,United Air Lines Inc.
18333,2.0,United Air Lines Inc.
18334,-6.0,American Airlines Inc.
18335,-9.0,American Airlines Inc.
18336,30.0,ExpressJet Airlines Inc.
18337,33.0,AirTran Airways Corporation
18338,-18.0,American Airlines Inc.
18339,-35.0,Virgin America
18340,-18.0,United Air Lines Inc.
18341,30.0,Alaska Airlines Inc.
18342,-7.0,Delta Air Lines Inc.
18343,-6.0,JetBlue Airways
18344,26.0,United Air Lines Inc.
18345,-11.0,Delta Air Lines Inc.
18346,-6.0,United Air Lines Inc.
18347,-1.0,ExpressJet Airlines Inc.
18348,-3.0,American Airlines Inc.
18349,-13.0,United Air Lines Inc.
18350,-23.0,American Airlines Inc.
18351,-4.0,United Air Lines Inc.
18352,-24.0,Delta Air Lines Inc.
18353,-19.0,United Air Lines Inc.
18354,-15.0,American Airlines Inc.
18355,-13.0,Endeavor Air Inc.
18356,-8.0,JetBlue Airways
18357,4.0,US Airways Inc.
18358,-33.0,United Air Lines Inc.
18359,15.0,Delta Air Lines Inc.
18360,-1.0,US Airways Inc.
18361,-9.0,Southwest Airlines Co.
18362,9.0,Delta Air Lines Inc.
18363,-16.0,ExpressJet Airlines Inc.
18364,-22.0,Endeavor Air Inc.
18365,-6.0,US Airways Inc.
18366,-23.0,United Air Lines Inc.
18367,-5.0,ExpressJet Airlines Inc.
18368,24.0,Endeavor Air Inc.
18369,2.0,Southwest Airlines Co.
18370,25.0,Delta Air Lines Inc.
18371,11.0,JetBlue Airways
18372,1.0,Envoy Air
18373,17.0,ExpressJet Airlines Inc.
18374,3.0,United Air Lines Inc.
18375,3.0,Delta Air Lines Inc.
18376,-2.0,JetBlue Airways
18377,11.0,AirTran Airways Corporation
18378,1.0,Delta Air Lines Inc.
18379,21.0,ExpressJet Airlines Inc.
18380,-5.0,Delta Air Lines Inc.
18381,3.0,Envoy Air
18382,-1.0,ExpressJet Airlines Inc.
18383,-1.0,US Airways Inc.
18384,21.0,Delta Air Lines Inc.
18385,57.0,ExpressJet Airlines Inc.
18386,7.0,JetBlue Airways
18387,8.0,Delta Air Lines Inc.
18388,21.0,JetBlue Airways
18389,12.0,JetBlue Airways
18390,2.0,Endeavor Air Inc.
18391,-4.0,Envoy Air
18392,9.0,Envoy Air
18393,5.0,Endeavor Air Inc.
18394,-3.0,JetBlue Airways
18395,25.0,Delta Air Lines Inc.
18396,0.0,Delta Air Lines Inc.
18397,16.0,Delta Air Lines Inc.
18398,15.0,JetBlue Airways
18399,10.0,US Airways Inc.
18400,-4.0,American Airlines Inc.
18401,-10.0,ExpressJet Airlines Inc.
18402,23.0,Endeavor Air Inc.
18403,-5.0,American Airlines Inc.
18404,11.0,United Air Lines Inc.
18405,25.0,American Airlines Inc.
18406,75.0,JetBlue Airways
18407,5.0,Frontier Airlines Inc.
18408,24.0,Endeavor Air Inc.
18409,-4.0,American Airlines Inc.
18410,-6.0,United Air Lines Inc.
18411,0.0,Southwest Airlines Co.
18412,9.0,Envoy Air
18413,13.0,Envoy Air
18414,2.0,Endeavor Air Inc.
18415,6.0,United Air Lines Inc.
18416,-16.0,United Air Lines Inc.
18417,-10.0,ExpressJet Airlines Inc.
18418,21.0,JetBlue Airways
18419,-4.0,United Air Lines Inc.
18420,-9.0,ExpressJet Airlines Inc.
18421,2.0,American Airlines Inc.
18422,2.0,US Airways Inc.
18423,-1.0,United Air Lines Inc.
18424,19.0,JetBlue Airways
18425,68.0,ExpressJet Airlines Inc.
18426,3.0,Delta Air Lines Inc.
18427,12.0,Envoy Air
18428,5.0,JetBlue Airways
18429,-7.0,ExpressJet Airlines Inc.
18430,18.0,ExpressJet Airlines Inc.
18431,-2.0,Delta Air Lines Inc.
18432,26.0,ExpressJet Airlines Inc.
18433,-24.0,Hawaiian Airlines Inc.
18434,-12.0,American Airlines Inc.
18435,-5.0,US Airways Inc.
18436,-2.0,US Airways Inc.
18437,34.0,ExpressJet Airlines Inc.
18438,-15.0,United Air Lines Inc.
18439,8.0,United Air Lines Inc.
18440,26.0,JetBlue Airways
18441,1.0,United Air Lines Inc.
18442,-9.0,United Air Lines Inc.
18443,12.0,United Air Lines Inc.
18444,8.0,Envoy Air
18445,42.0,ExpressJet Airlines Inc.
18446,-2.0,Delta Air Lines Inc.
18447,26.0,Delta Air Lines Inc.
18448,1.0,JetBlue Airways
18449,-20.0,Delta Air Lines Inc.
18450,-8.0,United Air Lines Inc.
18451,14.0,ExpressJet Airlines Inc.
18452,13.0,Delta Air Lines Inc.
18453,22.0,United Air Lines Inc.
18454,-5.0,American Airlines Inc.
18455,5.0,JetBlue Airways
18456,0.0,Virgin America
18457,4.0,United Air Lines Inc.
18458,61.0,ExpressJet Airlines Inc.
18459,13.0,United Air Lines Inc.
18460,24.0,ExpressJet Airlines Inc.
18461,-3.0,American Airlines Inc.
18462,15.0,Envoy Air
18463,68.0,ExpressJet Airlines Inc.
18464,-10.0,United Air Lines Inc.
18465,12.0,JetBlue Airways
18466,-19.0,American Airlines Inc.
18467,31.0,Endeavor Air Inc.
18468,61.0,ExpressJet Airlines Inc.
18469,-7.0,JetBlue Airways
18470,84.0,American Airlines Inc.
18471,16.0,United Air Lines Inc.
18472,30.0,JetBlue Airways
18473,-4.0,ExpressJet Airlines Inc.
18474,-1.0,Endeavor Air Inc.
18475,3.0,JetBlue Airways
18476,23.0,JetBlue Airways
18477,44.0,Endeavor Air Inc.
18478,1.0,Virgin America
18479,1.0,JetBlue Airways
18480,18.0,JetBlue Airways
18481,14.0,Southwest Airlines Co.
18482,26.0,JetBlue Airways
18483,-4.0,Southwest Airlines Co.
18484,-10.0,JetBlue Airways
18485,-19.0,United Air Lines Inc.
18486,7.0,Endeavor Air Inc.
18487,15.0,Envoy Air
18488,-7.0,Southwest Airlines Co.
18489,9.0,US Airways Inc.
18490,-3.0,US Airways Inc.
18491,-1.0,JetBlue Airways
18492,12.0,US Airways Inc.
18493,5.0,Envoy Air
18494,2.0,United Air Lines Inc.
18495,1.0,United Air Lines Inc.
18496,0.0,Delta Air Lines Inc.
18497,-11.0,JetBlue Airways
18498,5.0,US Airways Inc.
18499,-25.0,Delta Air Lines Inc.
18500,7.0,ExpressJet Airlines Inc.
18501,10.0,ExpressJet Airlines Inc.
18502,2.0,ExpressJet Airlines Inc.
18503,18.0,US Airways Inc.
18504,-8.0,ExpressJet Airlines Inc.
18505,18.0,US Airways Inc.
18506,14.0,United Air Lines Inc.
18507,-1.0,American Airlines Inc.
18508,0.0,Delta Air Lines Inc.
18509,6.0,Envoy Air
18510,-35.0,Virgin America
18511,7.0,Delta Air Lines Inc.
18512,-17.0,American Airlines Inc.
18513,-12.0,JetBlue Airways
18514,14.0,JetBlue Airways
18515,-7.0,ExpressJet Airlines Inc.
18516,-8.0,ExpressJet Airlines Inc.
18517,-28.0,United Air Lines Inc.
18518,-7.0,United Air Lines Inc.
18519,1.0,Delta Air Lines Inc.
18520,52.0,United Air Lines Inc.
18521,-1.0,ExpressJet Airlines Inc.
18522,26.0,AirTran Airways Corporation
18523,-8.0,Envoy Air
18524,10.0,American Airlines Inc.
18525,1.0,ExpressJet Airlines Inc.
18526,4.0,United Air Lines Inc.
18527,-16.0,United Air Lines Inc.
18528,-14.0,American Airlines Inc.
18529,-2.0,Delta Air Lines Inc.
18530,-9.0,Envoy Air
18531,-8.0,Southwest Airlines Co.
18532,-7.0,US Airways Inc.
18533,9.0,JetBlue Airways
18534,-19.0,United Air Lines Inc.
18535,-4.0,American Airlines Inc.
18536,-9.0,JetBlue Airways
18537,-4.0,Southwest Airlines Co.
18538,-11.0,Delta Air Lines Inc.
18539,-9.0,United Air Lines Inc.
18540,101.0,ExpressJet Airlines Inc.
18541,76.0,American Airlines Inc.
18542,79.0,ExpressJet Airlines Inc.
18543,42.0,ExpressJet Airlines Inc.
18544,-23.0,Delta Air Lines Inc.
18545,6.0,United Air Lines Inc.
18546,-1.0,United Air Lines Inc.
18547,12.0,United Air Lines Inc.
18548,-11.0,US Airways Inc.
18549,-12.0,JetBlue Airways
18550,-6.0,Delta Air Lines Inc.
18551,10.0,JetBlue Airways
18552,4.0,United Air Lines Inc.
18553,-2.0,Envoy Air
18554,-12.0,American Airlines Inc.
18555,23.0,Envoy Air
18556,9.0,JetBlue Airways
18557,22.0,ExpressJet Airlines Inc.
18558,64.0,US Airways Inc.
18559,-13.0,United Air Lines Inc.
18560,16.0,Delta Air Lines Inc.
18561,35.0,ExpressJet Airlines Inc.
18562,11.0,ExpressJet Airlines Inc.
18563,-5.0,American Airlines Inc.
18564,2.0,United Air Lines Inc.
18565,-4.0,Delta Air Lines Inc.
18566,-5.0,Delta Air Lines Inc.
18567,-9.0,Envoy Air
18568,-17.0,Endeavor Air Inc.
18569,24.0,Southwest Airlines Co.
18570,-4.0,JetBlue Airways
18571,-30.0,United Air Lines Inc.
18572,-13.0,ExpressJet Airlines Inc.
18573,-16.0,Delta Air Lines Inc.
18574,-29.0,American Airlines Inc.
18575,-1.0,US Airways Inc.
18576,14.0,Envoy Air
18577,-10.0,US Airways Inc.
18578,-2.0,Envoy Air
18579,-3.0,Delta Air Lines Inc.
18580,24.0,AirTran Airways Corporation
18581,6.0,Delta Air Lines Inc.
18582,7.0,American Airlines Inc.
18583,77.0,US Airways Inc.
18584,63.0,Delta Air Lines Inc.
18586,2.0,ExpressJet Airlines Inc.
18587,-9.0,Southwest Airlines Co.
18588,-3.0,Southwest Airlines Co.
18589,-21.0,United Air Lines Inc.
18590,-10.0,JetBlue Airways
18591,4.0,ExpressJet Airlines Inc.
18592,4.0,JetBlue Airways
18593,-27.0,United Air Lines Inc.
18594,-5.0,ExpressJet Airlines Inc.
18595,25.0,US Airways Inc.
18596,78.0,Delta Air Lines Inc.
18597,-4.0,JetBlue Airways
18598,-16.0,Southwest Airlines Co.
18599,-9.0,Envoy Air
18600,4.0,Envoy Air
18601,4.0,American Airlines Inc.
18602,39.0,Delta Air Lines Inc.
18603,21.0,United Air Lines Inc.
18604,-19.0,Delta Air Lines Inc.
18605,-21.0,ExpressJet Airlines Inc.
18606,-20.0,American Airlines Inc.
18608,16.0,ExpressJet Airlines Inc.
18609,-13.0,American Airlines Inc.
18610,-19.0,Southwest Airlines Co.
18611,53.0,Envoy Air
18612,3.0,Delta Air Lines Inc.
18613,4.0,ExpressJet Airlines Inc.
18614,-12.0,United Air Lines Inc.
18615,-18.0,Endeavor Air Inc.
18616,30.0,American Airlines Inc.
18617,-20.0,US Airways Inc.
18618,-16.0,US Airways Inc.
18619,46.0,Envoy Air
18620,-7.0,United Air Lines Inc.
18621,-28.0,United Air Lines Inc.
18622,7.0,JetBlue Airways
18623,-8.0,Envoy Air
18624,-3.0,AirTran Airways Corporation
18625,-6.0,Endeavor Air Inc.
18626,-7.0,Delta Air Lines Inc.
18627,49.0,ExpressJet Airlines Inc.
18628,-10.0,ExpressJet Airlines Inc.
18629,-8.0,Southwest Airlines Co.
18630,-11.0,United Air Lines Inc.
18631,-6.0,American Airlines Inc.
18632,3.0,US Airways Inc.
18633,-4.0,JetBlue Airways
18634,-19.0,Envoy Air
18635,-4.0,US Airways Inc.
18636,-8.0,ExpressJet Airlines Inc.
18637,85.0,ExpressJet Airlines Inc.
18638,14.0,American Airlines Inc.
18639,-13.0,ExpressJet Airlines Inc.
18640,-6.0,United Air Lines Inc.
18641,-25.0,Virgin America
18642,-8.0,United Air Lines Inc.
18643,-37.0,American Airlines Inc.
18644,-13.0,Delta Air Lines Inc.
18645,-24.0,Southwest Airlines Co.
18646,-3.0,ExpressJet Airlines Inc.
18647,-2.0,ExpressJet Airlines Inc.
18648,12.0,Envoy Air
18649,29.0,JetBlue Airways
18650,-4.0,JetBlue Airways
18651,-12.0,American Airlines Inc.
18652,12.0,ExpressJet Airlines Inc.
18653,38.0,JetBlue Airways
18654,-32.0,US Airways Inc.
18655,28.0,JetBlue Airways
18656,-21.0,Delta Air Lines Inc.
18657,-29.0,United Air Lines Inc.
18658,12.0,JetBlue Airways
18659,58.0,JetBlue Airways
18660,-18.0,US Airways Inc.
18661,-11.0,United Air Lines Inc.
18662,25.0,JetBlue Airways
18663,1.0,US Airways Inc.
18664,-14.0,ExpressJet Airlines Inc.
18665,-8.0,Delta Air Lines Inc.
18666,1.0,United Air Lines Inc.
18667,3.0,JetBlue Airways
18668,-19.0,Envoy Air
18669,9.0,American Airlines Inc.
18670,43.0,ExpressJet Airlines Inc.
18671,39.0,JetBlue Airways
18672,14.0,Envoy Air
18673,16.0,Delta Air Lines Inc.
18674,43.0,ExpressJet Airlines Inc.
18675,10.0,ExpressJet Airlines Inc.
18676,-16.0,United Air Lines Inc.
18677,-4.0,ExpressJet Airlines Inc.
18678,-6.0,Envoy Air
18679,-3.0,AirTran Airways Corporation
18680,-18.0,United Air Lines Inc.
18681,89.0,JetBlue Airways
18682,-21.0,American Airlines Inc.
18683,-10.0,ExpressJet Airlines Inc.
18684,-11.0,ExpressJet Airlines Inc.
18685,38.0,United Air Lines Inc.
18686,-3.0,Delta Air Lines Inc.
18687,12.0,Delta Air Lines Inc.
18688,-20.0,Mesa Airlines Inc.
18689,-19.0,Delta Air Lines Inc.
18690,10.0,Southwest Airlines Co.
18691,-8.0,Delta Air Lines Inc.
18692,5.0,United Air Lines Inc.
18693,15.0,Delta Air Lines Inc.
18694,29.0,ExpressJet Airlines Inc.
18695,-18.0,US Airways Inc.
18696,-31.0,United Air Lines Inc.
18697,9.0,JetBlue Airways
18698,11.0,JetBlue Airways
18699,-30.0,United Air Lines Inc.
18700,41.0,United Air Lines Inc.
18701,-11.0,United Air Lines Inc.
18702,-8.0,Endeavor Air Inc.
18703,-22.0,JetBlue Airways
18704,-4.0,Envoy Air
18705,-5.0,Envoy Air
18706,10.0,Delta Air Lines Inc.
18707,28.0,ExpressJet Airlines Inc.
18708,-5.0,Endeavor Air Inc.
18709,-18.0,American Airlines Inc.
18710,3.0,United Air Lines Inc.
18711,36.0,United Air Lines Inc.
18712,-24.0,United Air Lines Inc.
18713,-1.0,United Air Lines Inc.
18714,-11.0,JetBlue Airways
18715,-21.0,US Airways Inc.
18716,17.0,United Air Lines Inc.
18717,-1.0,ExpressJet Airlines Inc.
18718,-6.0,American Airlines Inc.
18719,-9.0,United Air Lines Inc.
18720,-25.0,Delta Air Lines Inc.
18721,27.0,ExpressJet Airlines Inc.
18722,75.0,ExpressJet Airlines Inc.
18723,-5.0,JetBlue Airways
18724,11.0,US Airways Inc.
18725,23.0,ExpressJet Airlines Inc.
18726,25.0,JetBlue Airways
18727,-3.0,Endeavor Air Inc.
18728,-22.0,American Airlines Inc.
18729,58.0,JetBlue Airways
18730,0.0,Envoy Air
18731,-1.0,Envoy Air
18732,13.0,United Air Lines Inc.
18733,9.0,American Airlines Inc.
18734,-5.0,United Air Lines Inc.
18735,8.0,ExpressJet Airlines Inc.
18736,21.0,American Airlines Inc.
18737,-5.0,Endeavor Air Inc.
18738,2.0,Envoy Air
18739,7.0,United Air Lines Inc.
18740,83.0,JetBlue Airways
18741,16.0,Endeavor Air Inc.
18742,31.0,Envoy Air
18743,2.0,Envoy Air
18744,-9.0,Envoy Air
18745,40.0,Delta Air Lines Inc.
18746,-3.0,Envoy Air
18747,-3.0,American Airlines Inc.
18748,0.0,American Airlines Inc.
18749,29.0,American Airlines Inc.
18750,-6.0,United Air Lines Inc.
18751,35.0,ExpressJet Airlines Inc.
18752,25.0,Southwest Airlines Co.
18753,34.0,JetBlue Airways
18754,39.0,ExpressJet Airlines Inc.
18755,-14.0,Endeavor Air Inc.
18756,9.0,ExpressJet Airlines Inc.
18757,47.0,US Airways Inc.
18758,-30.0,United Air Lines Inc.
18759,-16.0,Endeavor Air Inc.
18760,9.0,American Airlines Inc.
18761,12.0,Endeavor Air Inc.
18762,-10.0,JetBlue Airways
18763,-3.0,United Air Lines Inc.
18764,-20.0,American Airlines Inc.
18765,-9.0,Delta Air Lines Inc.
18766,10.0,ExpressJet Airlines Inc.
18767,-5.0,Delta Air Lines Inc.
18768,-7.0,Delta Air Lines Inc.
18769,-19.0,Endeavor Air Inc.
18770,-17.0,United Air Lines Inc.
18771,27.0,US Airways Inc.
18772,120.0,Envoy Air
18773,6.0,Delta Air Lines Inc.
18774,-16.0,United Air Lines Inc.
18775,29.0,ExpressJet Airlines Inc.
18776,2.0,Envoy Air
18777,-23.0,Delta Air Lines Inc.
18778,76.0,ExpressJet Airlines Inc.
18779,-26.0,American Airlines Inc.
18780,8.0,US Airways Inc.
18781,-15.0,Delta Air Lines Inc.
18782,28.0,Delta Air Lines Inc.
18783,-13.0,Endeavor Air Inc.
18784,-10.0,JetBlue Airways
18785,34.0,JetBlue Airways
18786,-18.0,Endeavor Air Inc.
18787,-18.0,Endeavor Air Inc.
18788,34.0,Delta Air Lines Inc.
18789,-10.0,Delta Air Lines Inc.
18790,28.0,ExpressJet Airlines Inc.
18791,-3.0,American Airlines Inc.
18792,12.0,Southwest Airlines Co.
18793,32.0,American Airlines Inc.
18794,30.0,United Air Lines Inc.
18795,54.0,ExpressJet Airlines Inc.
18796,1.0,Endeavor Air Inc.
18797,11.0,ExpressJet Airlines Inc.
18798,-14.0,Endeavor Air Inc.
18799,15.0,JetBlue Airways
18800,24.0,Delta Air Lines Inc.
18801,6.0,Delta Air Lines Inc.
18802,40.0,Delta Air Lines Inc.
18803,42.0,AirTran Airways Corporation
18804,-32.0,Delta Air Lines Inc.
18805,23.0,Envoy Air
18806,37.0,United Air Lines Inc.
18807,-24.0,JetBlue Airways
18808,-33.0,Delta Air Lines Inc.
18809,-20.0,United Air Lines Inc.
18810,48.0,US Airways Inc.
18811,-30.0,Virgin America
18812,-28.0,United Air Lines Inc.
18813,106.0,Envoy Air
18814,10.0,Endeavor Air Inc.
18815,-10.0,United Air Lines Inc.
18816,-6.0,Envoy Air
18817,27.0,Envoy Air
18818,-1.0,JetBlue Airways
18819,35.0,United Air Lines Inc.
18820,-6.0,US Airways Inc.
18821,31.0,ExpressJet Airlines Inc.
18822,6.0,ExpressJet Airlines Inc.
18823,-33.0,American Airlines Inc.
18824,-9.0,American Airlines Inc.
18825,9.0,JetBlue Airways
18826,28.0,Envoy Air
18827,59.0,Delta Air Lines Inc.
18828,-11.0,ExpressJet Airlines Inc.
18829,4.0,United Air Lines Inc.
18830,-10.0,United Air Lines Inc.
18831,-32.0,American Airlines Inc.
18832,25.0,Southwest Airlines Co.
18833,-22.0,Virgin America
18834,47.0,Envoy Air
18835,-24.0,Delta Air Lines Inc.
18836,-15.0,American Airlines Inc.
18837,17.0,American Airlines Inc.
18838,-30.0,Envoy Air
18839,-12.0,Delta Air Lines Inc.
18840,-12.0,United Air Lines Inc.
18841,3.0,JetBlue Airways
18842,14.0,JetBlue Airways
18843,-8.0,JetBlue Airways
18844,-20.0,Delta Air Lines Inc.
18845,-30.0,United Air Lines Inc.
18846,50.0,JetBlue Airways
